Authors,Title,Year,Source title,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Source,EID
"Vellido A., Romero E., Julià-Sapé M., Majós C., Moreno-Torres À., Pujol J., Arús C.","Robust discrimination of glioblastomas from metastatic brain tumors on the basis of single-voxel 1H MRS",2012,"NMR in Biomedicine",16,10.1002/nbm.1797,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860618323&doi=10.1002%2fnbm.1797&partnerID=40&md5=18c609e5cb4cc0c9ae2d3e75b32f5ee5","This article investigates methods for the accurate and robust differentiation of metastases from glioblastomas on the basis of single-voxel 1H MRS information. Single-voxel 1H MR spectra from a total of 109 patients (78 glioblastomas and 31 metastases) from the multicenter, international INTERPRET database, plus a test set of 40 patients (30 glioblastomas and 10 metastases) from three different centers in the Barcelona (Spain) metropolitan area, were analyzed using a robust method for feature (spectral frequency) selection coupled with a linear-in-the-parameters single-layer perceptron classifier. For the test set, a parsimonious selection of five frequencies yielded an area under the receiver operating characteristic curve of 0.86, and an area under the convex hull of the receiver operating characteristic curve of 0.91. Moreover, these accurate results for the discrimination between glioblastomas and metastases were obtained using a small number of frequencies that are amenable to metabolic interpretation, which should ease their use as diagnostic markers. Importantly, the prediction can be expressed as a simple formula based on a linear combination of these frequencies. As a result, new cases could be straightforwardly predicted by integrating this formula into a computer-based medical decision support system. This work also shows that the combination of spectra acquired at different TEs (short TE, 20-32ms; long TE, 135-144ms) is key to the successful discrimination between glioblastomas and metastases from single-voxel 1H MRS. © 2011 John Wiley &amp; Sons, Ltd.","Feature selection; Glioblastomas; High-grade malignant tumors; Medical decision support system; Metastases; Pattern recognition; SV 1H MRS","Glioblastomas; Malignant tumors; Medical decision support system; Metastases; SV <sup>1</sup>H MRS; Artificial intelligence; Decision support systems; Feature extraction; Pattern recognition; Tumors; Pathology; article; artificial neural network; brain metastasis; decision support system; diagnostic accuracy; false positive result; glioblastoma; human; major clinical study; medical decision making; perceptron; priority journal; proton nuclear magnetic resonance; sensitivity and specificity; Algorithms; Brain Chemistry; Brain Neoplasms; Diagnosis, Computer-Assisted; Glioblastoma; Humans; Magnetic Resonance Spectroscopy; Pattern Recognition, Automated; Protons; Reproducibility of Results; Sensitivity and Specificity; Tumor Markers, Biological",Article,Scopus,2-s2.0-84860618323
"Malitsky Y., Sellmann M.","Instance-specific algorithm configuration as a method for non-model-based portfolio generation",2012,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",16,10.1007/978-3-642-29828-8_16,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861443940&doi=10.1007%2f978-3-642-29828-8_16&partnerID=40&md5=ef7d6dea1f7007a72ae6838140507c37","Instance-specific algorithm configuration generalizes both instance-oblivious algorithm tuning as well as algorithm portfolio generation. ISAC is a recently proposed non-model-based approach for tuning solver parameters dependent on the specific instance that needs to be solved. While ISAC has been compared with instance-oblivious algorithm tuning systems before, to date a comparison with portfolio generators and other instance-specific algorithm configurators is crucially missing. In this paper, among others, we provide a comparison with SATzilla, as well as three other algorithm configurators: Hydra, DCM and ArgoSmart. Our experimental comparison shows that non-model-based ISAC significantly outperforms prior state-of-the-art algorithm selectors and configurators. The following study was the foundation for the best sequential portfolio at the 2011 SAT Competition. © 2012 Springer-Verlag.",,"Experimental comparison; State-of-the-art algorithms; Tuning system; Artificial intelligence; Combinatorial optimization; Computer programming; Constraint theory; Algorithms",Conference Paper,Scopus,2-s2.0-84861443940
"Knoop J., Kovács L., Zwirchmayr J.","Symbolic loop bound computation for WCET analysis",2012,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",16,10.1007/978-3-642-29709-0_20,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862071463&doi=10.1007%2f978-3-642-29709-0_20&partnerID=40&md5=2b6ccae9e6e47951d0e92e74a2d62bf7","We present an automatic method for computing tight upper bounds on the iteration number of special classes of program loops. These upper bounds are further used in the WCET analysis of programs. To do so, we refine program flows using SMT reasoning and rewrite multi-path loops into single-path ones. Single-path loops are further translated into a set of recurrence relations over program variables. Recurrence relations are solved and iteration bounds of program loops are derived from the computed closed forms. For solving recurrences we deploy a pattern-based recurrence solving algorithm and compute closed forms only for a restricted class of recurrence equations. However, in practice, these recurrences describe the behavior of a large set of program loops. Our technique is implemented in the r-TuBound tool and was successfully tried out on a number of challenging WCET benchmarks. © 2012 Springer-Verlag Berlin Heidelberg.",,"Automatic method; Closed form; Iteration bound; Iteration numbers; Program flow; Program variables; Recurrence equation; Recurrence relations; Single path; Solving algorithm; Special class; Upper Bound; Artificial intelligence; Information science",Conference Paper,Scopus,2-s2.0-84862071463
"Zhang N., Behera P.K.","Solar radiation prediction based on recurrent neural networks trained by Levenberg-Marquardt backpropagation learning algorithm",2012,"2012 IEEE PES Innovative Smart Grid Technologies, ISGT 2012",16,10.1109/ISGT.2012.6175757,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860860444&doi=10.1109%2fISGT.2012.6175757&partnerID=40&md5=504eda9c87c1a9b0700ab53c12723a91","In response to the growing concern over the use of fossil fuels, renewable energy industries have been significant economic drivers in many parts of the United States. In the recent years there is a strong growth in solar power generation industries that requires prediction of solar energy to develop highly efficient stand-alone photovoltaic systems as well as hybrid power systems. In order to accomplish the goal, we propose a predictive model that is based on recurrent neural networks trained with the Levenberg-Marquardt backpropagation learning algorithm to forecast the solar radiation using the past solar radiation and solar energy. This computational intelligence modeling tool explored the impact of solar radiation and solar energy in forecasting reliable long-run solar energy. Based on the excellent experimental results including the mean squared error analysis, error autocorrelation function analysis, regression analysis, and time series response, it demonstrated that the proposed neural network structure and the learning algorithm could be very useful in training the recurrent neural network for the solar radiation prediction. © 2012 IEEE.","backpropagation learning algorithm; neural networks; Solar radiation prediction; time series prediction","Autocorrelation function analysis; Backpropagation learning algorithm; Hybrid power systems; Levenberg-Marquardt; Mean squared error; Neural network structures; Power generation industries; Predictive models; Radiation prediction; Renewable Energy industries; Stand alone photovoltaic system; Strong growth; Time series prediction; Artificial intelligence; Error analysis; Forecasting; Fossil fuels; Learning algorithms; Neural networks; Recurrent neural networks; Regression analysis; Smart power grids; Solar power generation; Sun; Time series; Solar radiation",Conference Paper,Scopus,2-s2.0-84860860444
"Fischer J., Gagie T., Kopelowitz T., Lewenstein M., Mäkinen V., Salmela L., Välimäki N.","Forbidden patterns",2012,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",16,10.1007/978-3-642-29344-3_28,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860800524&doi=10.1007%2f978-3-642-29344-3_28&partnerID=40&md5=d917300d2bf57e70822849ca0979bbab","We consider the problem of indexing a collection of documents (a.k.a. strings) of total length n such that the following kind of queries are supported: given two patterns P + and P -, list all documents containing P + but not P -. This is a natural extension of the classic problem of document listing as considered by Muthukrishnan [SODA'02], where only the positive pattern P + is given. Our main solution is an index of size O(n 3/2) bits that supports queries in O(|P +| + |P -| + n match + √n) time. © 2012 Springer-Verlag Berlin Heidelberg.",,"Collection of documents; Forbidden pattern; Natural extension; Total length; Artificial intelligence; Information science",Conference Paper,Scopus,2-s2.0-84860800524
"El Dor A., Clerc M., Siarry P.","Hybridization of differential evolution and particle swarm optimization in a new algorithm: DEPSO-2S",2012,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",16,10.1007/978-3-642-29353-5_7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860697167&doi=10.1007%2f978-3-642-29353-5_7&partnerID=40&md5=b1e21cfb6ccb79f6b99ff69a48b008ff","PSO-2S is a multi-swarm PSO algorithm using charged particles in a partitioned search space for continuous optimization problems. This algorithm uses two kinds of swarms, a main one that gathers the best particles of auxiliary ones. In this paper, we present a new variant of PSO-2S, called DEPSO-2S, which is a hybridization of DE and PSO. DE was used, in this variant, to construct the main swarm. We analyze the performance of the proposed approach on seven real problems. The obtained results show the efficiency of the proposed algorithm. © 2012 Springer-Verlag.","Differential evolution; Global optimization; Multi-swarm; Particle swarm optimization; Partitioned search space","Continuous optimization problems; Differential Evolution; Multi-swarms; PSO algorithms; Real problems; Search spaces; Algorithms; Artificial intelligence; Global optimization; Soft computing; Particle swarm optimization (PSO)",Conference Paper,Scopus,2-s2.0-84860697167
"Huang Z., Lu X., Duan H., Zhao C.","Collaboration-based medical knowledge recommendation",2012,"Artificial Intelligence in Medicine",16,10.1016/j.artmed.2011.10.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858859776&doi=10.1016%2fj.artmed.2011.10.002&partnerID=40&md5=21efc02fcdbdc9be08c77e2ee3cf4fc4","Purpose: Clinicians rely on a large amount of medical knowledge when performing clinical work. In clinical environment, clinical organizations must exploit effective methods of seeking and recommending appropriate medical knowledge in order to help clinicians perform their work. Method: Aiming at supporting medical knowledge search more accurately and realistically, this paper proposes a collaboration-based medical knowledge recommendation approach. In particular, the proposed approach generates clinician trust profile based on the measure of trust factors implicitly from clinicians' past rating behaviors on knowledge items. And then the generated clinician trust profile is incorporated into collaborative filtering techniques to improve the quality of medical knowledge recommendation, to solve the information-overload problem by suggesting knowledge items of interest to clinicians. Results: Two case studies are conducted at Zhejiang Huzhou Central Hospital of China. One case study is about the drug recommendation hold in the endocrinology department of the hospital. The experimental dataset records 16 clinicians' drug prescribing tracks in six months. This case study shows a proof-of-concept of the proposed approach. The other case study addresses the problem of radiological computed tomography (CT)-scan report recommendation. In particular, 30 pieces of CT-scan examinational reports about cerebral hemorrhage patients are collected from electronic medical record systems of the hospital, and are evaluated and rated by 19 radiologists of the radiology department and 7 clinicians of the neurology department, respectively. This case study provides some confidence the proposed approach will scale up. Conclusion: The experimental results show that the proposed approach performs well in recommending medical knowledge items of interest to clinicians, which indicates that the proposed approach is feasible in clinical practice. © 2011 Elsevier B.V.","Collaborative filtering; Knowledge retrieval; Medical knowledge recommendation; Trust","Central hospitals; Cerebral hemorrhage; Clinical environments; Clinical practices; Clinical work; Collaborative filtering; Collaborative filtering techniques; Computed Tomography; CT-scan; Data sets; Electronic medical record system; Knowledge items; Knowledge retrieval; Medical knowledge; Proof of concept; Scale-up; Trust; Trust factor; Zhejiang; Hospitals; Medical computing; Radiology; Rating; Research; Computerized tomography; insulin; metformin; nateglinide; sulfonylurea; article; brain hemorrhage; case study; China; clinical practice; computer assisted tomography; electronic medical record; endocrinology; feasibility study; hospital; human; medical information system; medical practice; medical record; non insulin dependent diabetes mellitus; physician; prescription; priority journal; radiologist; radiology; trust; Artificial Intelligence; Computer-Assisted Instruction; Cooperative Behavior; Humans; Medical Records; Medical Records Systems, Computerized; Problem-Based Learning; Software; Total Quality Management",Article,Scopus,2-s2.0-84858859776
"De Ferrari L., Aitken S., van Hemert J., Goryanin I.","EnzML: Multi-label prediction of enzyme classes using InterPro signatures",2012,"BMC Bioinformatics",16,10.1186/1471-2105-13-61,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860154266&doi=10.1186%2f1471-2105-13-61&partnerID=40&md5=054b0a98964a1853395bc35ca42e9a83","Background: Manual annotation of enzymatic functions cannot keep up with automatic genome sequencing. In this work we explore the capacity of InterPro sequence signatures to automatically predict enzymatic function.Results: We present EnzML, a multi-label classification method that can efficiently account also for proteins with multiple enzymatic functions: 50,000 in UniProt. EnzML was evaluated using a standard set of 300,747 proteins for which the manually curated Swiss-Prot and KEGG databases have agreeing Enzyme Commission (EC) annotations. EnzML achieved more than 98% subset accuracy (exact match of all correct Enzyme Commission classes of a protein) for the entire dataset and between 87 and 97% subset accuracy in reannotating eight entire proteomes: human, mouse, rat, mouse-ear cress, fruit fly, the S. pombe yeast, the E. coli bacterium and the M. jannaschii archaebacterium. To understand the role played by the dataset size, we compared the cross-evaluation results of smaller datasets, either constructed at random or from specific taxonomic domains such as archaea, bacteria, fungi, invertebrates, plants and vertebrates. The results were confirmed even when the redundancy in the dataset was reduced using UniRef100, UniRef90 or UniRef50 clusters.Conclusions: InterPro signatures are a compact and powerful attribute space for the prediction of enzymatic function. This representation makes multi-label machine learning feasible in reasonable time (30 minutes to train on 300,747 instances with 10,852 attributes and 2,201 class values) using the Mulan Binary Relevance Nearest Neighbours algorithm implementation (BR-kNN). © 2012 Ferrari et al.; licensee BioMed Central Ltd.",,"Algorithm implementation; Archaea; Binary relevances; Data set size; E. coli; Enzymatic functions; Enzyme commissions; Fruit flies; Genome sequencing; Manual annotation; Multi-label; Multi-label classifications; Nearest neighbour; Proteomes; SWISS-PROT; Uniprot; Enzymes; Escherichia coli; Mammals; Proteins; Forecasting; Arabidopsis thaliana; Archaea; Bacteria (microorganisms); Escherichia coli; Fungi; Invertebrata; Rattus; Schizosaccharomyces pombe; Vertebrata; enzyme; proteome; algorithm; animal; Arabidopsis; article; artificial intelligence; biology; classification; computer program; Drosophila; Escherichia coli; genetics; human; Methanococcus; methodology; mouse; protein database; rat; Schizosaccharomyces; Algorithms; Animals; Arabidopsis; Artificial Intelligence; Computational Biology; Databases, Protein; Drosophila; Enzymes; Escherichia coli; Humans; Methanococcus; Mice; Proteome; Rats; Schizosaccharomyces; Software",Article,Scopus,2-s2.0-84860154266
"Datta K., Rathi G., Sengupta I., Rahaman H.","Synthesis of reversible circuits using heuristic search method",2012,"Proceedings of the IEEE International Conference on VLSI Design",16,10.1109/VLSID.2012.92,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859906966&doi=10.1109%2fVLSID.2012.92&partnerID=40&md5=9ff4ed90180626b31dbb72c6bab66a48","Reversible circuits are of vital importance in many applications involving low power design. One of the principle areas where reversible circuits play great role is quantum computing. One of the foremost requirements of quantum computation is that it requires all the circuits that are used should be reversible in nature. Reversible circuit is one which maps an individual input vector to a singular output vector. Because of its application in many areas including quantum computing, many synthesis approaches have been developed. In this paper we focus on a synthesis approach which is based on permutation theory and heuristic search. An artificial intelligence based search technique A* is used to find near optimal solutions. Experimental results demonstrate that the proposed approach provides solutions within a very reasonable span of time. © 2012 IEEE.",,"Heuristic search; Heuristic search methods; Input vector; Low-power design; Near-optimal solutions; Output vectors; Quantum Computing; Reversible circuits; Search technique; Artificial intelligence; Computational linguistics; Electric power supplies to apparatus; Heuristic methods; Low power electronics; Modular robots; Quantum computers; Quantum theory; Embedded systems",Conference Paper,Scopus,2-s2.0-84859906966
"Toni F., Torroni P.","Bottom-up argumentation",2012,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",16,10.1007/978-3-642-29184-5_16,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859560861&doi=10.1007%2f978-3-642-29184-5_16&partnerID=40&md5=a28860a592199c36165519e3b44ec9ff","Online social platforms, e-commerce sites and technical fora support the unfolding of informal exchanges, e.g. debates or discussions, that may be topic-driven or serendipitous. We outline a methodology for analysing these exchanges in computational argumentation terms, thus allowing a formal assessment of the dialectical validity of the positions debated in or emerging from the exchanges. Our methodology allows users to be engaged in this formal analysis and the assessment, within a dynamic process where comments, opinions, objections, as well as links connecting them, can all be contributed by users. © 2012 Springer-Verlag.",,"AS-links; Dynamic process; E-commerce sites; Formal analysis; Artificial intelligence",Conference Paper,Scopus,2-s2.0-84859560861
"Thüm T., Schaefer I., Kuhlemann M., Apel S., Saake G.","Applying design by contract to feature-oriented programming",2012,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",16,10.1007/978-3-642-28872-2_18,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859118443&doi=10.1007%2f978-3-642-28872-2_18&partnerID=40&md5=04fbf65746344dcdfa4526184d3df237","Feature-oriented programming (FOP) is an extension of ob- ject-oriented programming to support software variability by refining existing classes and methods. In order to increase the reliability of all implemented program variants, we integrate design by contract (DbC) with FOP. DbC is an approach to build reliable object-oriented software by specifying methods with contracts. Contracts are annotations that document and formally specify behavior, and can be used for formal verification of correctness or as test oracles. We present and discuss five approaches to define contracts of methods and their refinements in FOP. Furthermore, we share our insights gained by performing five case studies. This work is a foundation for research on the analysis of feature-oriented programs (e.g., for verifying functional correctness or for detecting feature interactions). © 2012 Springer-Verlag Berlin Heidelberg.",,"Design by contracts; Feature interactions; Feature-oriented; Feature-oriented programming; Formal verifications; Object oriented software; Test oracles; Design by contracts; Feature interactions; Feature-oriented programming; Feature-oriented programming (FOP); Functional correctness; Integrate designs; Object oriented software; Software variabilities; Artificial intelligence; Engineering research; Software engineering; Software engineering; Object oriented programming",Conference Paper,Scopus,2-s2.0-84859118443
"Atig M.F., Bouajjani A., Burckhardt S., Musuvathi M.","What's decidable about weak memory models?",2012,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",16,10.1007/978-3-642-28869-2_2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859149159&doi=10.1007%2f978-3-642-28869-2_2&partnerID=40&md5=296b35eb33140e00af6eb322a1599a2d","We investigate the decidability of the state reachability problem in finite-state programs running under weak memory models. In [3], we have shown that this problem is decidable for TSO and its extension with the write-to-write order relaxation, but beyond these models nothing is known to be decidable. Moreover, we have shown that relaxing the program order by allowing reads or writes to overtake reads leads to undecidability. In this paper, we refine these results by sharpening the (un)decidability frontiers on both sides. On the positive side, we introduce a new memory model NSW (for non-speculative writes) that extends TSO with the write-to-write relaxation, the read-to-read relaxation, and support for partial fences. We present a backtrack-free operational model for NSW, and prove that it does not allow causal cycles (thus barring pathological out-of-thin-air effects). On the negative side, we show that adding the read-to-write relaxation to TSO causes undecidability, and that adding non-atomic writes to NSW also causes undecidability. Our results establish that NSW is the first known hardware-centric memory model that is relaxed enough to permit both delayed execution of writes and early execution of reads for which the reachability problem is decidable. © 2012 Springer-Verlag.",,"Finite state program; Memory models; Operational model; Order relaxation; Program order; Reachability problem; State reachability; Undecidability; Backtrack free; Finite state program; Memory modeling; Operational model; Order relaxation; Reachability problem; State reachability; Weak memory models; Problem oriented languages; Artificial intelligence; Computer science; Computers; Computability and decidability; Computability and decidability",Conference Paper,Scopus,2-s2.0-84859149159
"Samadzadegan F., Hasani H., Schenk T.","Simultaneous feature selection and SVM parameter determination in classification of hyperspectral imagery using Ant Colony Optimization",2012,"Canadian Journal of Remote Sensing",16,10.5589/m12-022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865742501&doi=10.5589%2fm12-022&partnerID=40&md5=f038e19e1ad8feab194be91586ad5b27","Hyperspectral remote sensing imagery, due to its rich source of spectral information, provides an efficient tool for land cover classifications in complex geographical areas. However, the high-dimensional space of this imagery poses two important challenges in the classification process: the Hughes phenomena and the existence of relevant and redundant features. The robustness of Support Vector Machines (SVM) in high-dimensional space makes them an efficient tool for classifying hyperspectral imagery. However, optimum SVM parameter determination and optimum feature selection are the two optimization issues that strongly effect SVM performance. Traditional optimization algorithms can discover optimum solutions in a limited search space with one local optimum. Nevertheless, in high-dimensional space traditional optimization algorithms usually get trapped in a local optimum, therefore it is necessary to apply meta-heuristic optimization algorithms to obtain near-global optimum solutions. This study evaluates the potential of Ant Colony Optimization (ACO) for determining SVM parameters and selecting features. Results obtained from AVIRIS and ROSIS hyperspectral datasets demonstrate the superior performance of SVM, achieved by simultaneously optimizing SVM parameters and subsets of the input feature. For comparison, the evaluation is also performed by applying it to other meta-heuristic optimization algorithms such as simulated annealing, tabu search, and genetic algorithm. The results demonstrate a better performance of the ACO-based algorithm in regards to improving the classification accuracy and decreasing the size of selected feature subsets. © 2012 CASI.",,"Ant Colony Optimization (ACO); Classification accuracy; Classification process; Data sets; Feature subset; Geographical area; High dimensional spaces; HyperSpectral; Hyperspectral imagery; Hyperspectral remote sensing; Input features; Land cover classification; Local optima; Metaheuristic; Optimization algorithms; Optimum solution; Parameter determination; Redundant features; Search spaces; Spectral information; Artificial intelligence; Constrained optimization; Heuristic algorithms; Remote sensing; Simulated annealing; Tabu search; Support vector machines",Article,Scopus,2-s2.0-84865742501
"Girish K.P., John S.J.","Multiset topologies induced by multiset relations",2012,"Information Sciences",16,10.1016/j.ins.2011.11.023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855471098&doi=10.1016%2fj.ins.2011.11.023&partnerID=40&md5=cec7ce8a165a609ba1f63bdad0201be2","Multiset topology is a collection of multisets which satisfies the axioms of topology. In this paper, multiset topologies are obtained using binary multiset relations. The relationship between multiset topologies is investigated and some of the properties of these multiset topologies are proved. The quasi-discrete multiset topology is obtained from a symmetric multiset relation instead of an equivalence multiset relation and several examples are given to indicate counter connections. Finally, the rough multiset is introduced and the multiset topology induced by a multiset relation is used to generalize the rough multiset concept. © 2011 Elsevier Inc. All rights reserved.","Binary multiset relation; Closure multiset space; Interior multiset space; Multiset topologies; Multisets; Rough multisets","Multi-sets; Multiset; Artificial intelligence; Software engineering; Topology",Article,Scopus,2-s2.0-84855471098
"Zhang D., Song H., Xu H., Wu W., Gao S., Hong B.","An N200 speller integrating the spatial profile for the detection of the non-control state",2012,"Journal of Neural Engineering",16,10.1088/1741-2560/9/2/026016,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859132942&doi=10.1088%2f1741-2560%2f9%2f2%2f026016&partnerID=40&md5=ed200c7bcc22e78473998ea7772ed423","The N200 speller is a recently developed non-flashing visual brain-computer interface (BCI) paradigm utilizing the overt attention modulation effects on motion-onset visual evoked potentials (mVEP). In this study, a novel algorithm is proposed and applied in an online N200 speller. The proposed algorithm integrates the spatial information of the speller matrix to provide a more precise description of the mVEP response patterns, which is defined as the 'spatial profile'. More importantly, only control state data are used in the algorithm to train a classifier that nonetheless can detect the non-control state effectively. Compared to an algorithm with similar structure but not using the spatial profile information, the proposed algorithm shows significantly higher performance for the recognition of the non-control state while achieving a comparable performance for classifying different control states. Offline and online classification results show that the proposed N200 speller is a promising step toward a practical, online non-flashing BCI system for daily use. © 2012 IOP Publishing Ltd.",,"Brain-computer interfaces (BCI); Control state; Daily use; Modulation effects; Novel algorithm; Offline; On-line classification; Overt attention; Response patterns; Spatial informations; Spatial profiles; Visual evoked potential; Brain computer interface; Electrophysiology; Fermi level; Algorithms; adult; algorithm; article; brain computer interface; evoked visual response; female; human; human experiment; male; normal human; online system; priority journal; validation process; visual stimulation; artificial intelligence; brain; computer interface; electroencephalography; movement (physiology); photostimulation; physiology; receiver operating characteristic; reproducibility; Adult; Algorithms; Artificial Intelligence; Brain; Electroencephalography; Evoked Potentials, Visual; Female; Humans; Male; Movement; Online Systems; Photic Stimulation; Reproducibility of Results; ROC Curve; User-Computer Interface; Young Adult",Article,Scopus,2-s2.0-84859132942
"Batzios A., Mitkas P.A.","WebOWL: A Semantic Web search engine development experiment",2012,"Expert Systems with Applications",16,10.1016/j.eswa.2011.11.034,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855885815&doi=10.1016%2fj.eswa.2011.11.034&partnerID=40&md5=51de7f8e11c98068cca8e369d50c9172","This paper presents WebOWL, an experiment in using the latest technologies to develop a Semantic Web search engine. WebOWL consists of a community of intelligent agents, acting as crawlers, that are able to discover and learn the locations of Semantic Web neighborhoods on the Web, a semantic database to store data from different ontologies, a query mechanism that supports semantic queries in OWL, and a ranking algorithm that determines the order of the returned results based on the semantic relationships of classes and individuals. The system has been implemented using Jade, Jena and the db4o object database engine and has successfully stored over one million OWL classes, individuals and properties. © 2011 Elsevier Ltd. All rights reserved.","OWL database; OWL querying; Semantic querying; Semantic search; Semantic Web","Latest technology; Object database; OWL database; OWL querying; Query mechanisms; Ranking algorithm; Semantic query; Semantic relationships; Semantic search; Semantic web search; Artificial intelligence; Experiments; Information retrieval; Intelligent agents; Ontology; Query languages; Search engines; Semantic Web; Silicate minerals; World Wide Web",Article,Scopus,2-s2.0-84855885815
"Sarabia D., de Prada C., Gómez E., Gutierrez G., Cristea S., Sola J.M., Gonzalez R.","Data reconciliation and optimal management of hydrogen networks in a petrol refinery",2012,"Control Engineering Practice",16,10.1016/j.conengprac.2011.06.009,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857191932&doi=10.1016%2fj.conengprac.2011.06.009&partnerID=40&md5=d984c6a673b0064287b124605235ab4f","This paper describes the main problems associated to the management of hydrogen networks in petrol refineries and presents an approach to deal with them with the aim of operating the installation in the most profitable way. In particular, the problems of data reconciliation, economic optimization and interaction with the underlying basic control system are reviewed. The paper provides also a proposal for the implementation of the system and illustrates the approach with results obtained using real data from an industrial site. © 2011 Elsevier Ltd.","Data reconciliation; Decision support systems; Human interaction; Hydrogen networks; Process optimization","Data reconciliation; Decision supports; Economic optimization; Human interactions; Industrial sites; Optimal management; Artificial intelligence; Decision support systems; Gasoline; Hydrogen; Optimization; Profitability; Network management",Article,Scopus,2-s2.0-84857191932
"Anagnostopoulos K., Vavatsikos A.","Site suitability analysis for natural systems for wastewater treatment with spatial fuzzy analytic hierarchy process",2012,"Journal of Water Resources Planning and Management",16,10.1061/(ASCE)WR.1943-5452.0000155,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859293517&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000155&partnerID=40&md5=806f59dfb47f8ad5edb3492e3bdcb8dc","When decentralized strategies are considered for managing wastewater, natural systems for wastewater treatment (NSWT) (constructed wetlands) seem to be strongly preferred in comparison with the conventional activated sludge wastewater treatment systems. However, because of their high land requirements, land-use suitability analysis should be conducted to specify adequate areas for their accommodation. Multicriteria spatial decision support systems have emerged as the technology that takes into account both decision criteria and constraints in complex land-use planning problems. This study presents a multiattribute decision analysis approach called the spatial fuzzy Analytic Hierarchy Process (SFAHP) to support raster-based land-use suitability studies for the implementation of NSWT. The SFAHP enables decision makers to circumvent vagueness when they perform evaluations using linguistic variables. Its application in a region of Northeastern Greece using a two-level criteria hierarchical model demonstrates its potential use for suitability analyses. © 2012 American Society of Civil Engineers.","Decision support systems; Fuzzy sets; Geographic information systems; Multiple objective analysis; Spatial analysis; Wastewater management","Constructed wetlands; Conventional activated sludges; Decision makers; Fuzzy analytic hierarchy process; Geographic information systems (GIS); Hierarchical model; Land-use planning; Linguistic variable; Multi-attribute decision analysis; Multi-criteria Spatial Decision Support Systems; Multiple-objective analysis; Natural systems; Spatial analysis; Suitability analysis; Wastewater management; Wastewater treatment system; Analytic hierarchy process; Artificial intelligence; Decision making; Decision support systems; Forestry; Fuzzy sets; Geographic information systems; Hierarchical systems; Land use; Reclamation; Activated sludge process; decision support system; fuzzy mathematics; GIS; hierarchical system; implementation process; land use planning; spatial analysis; waste treatment; wastewater",Article,Scopus,2-s2.0-84859293517
