Authors,Title,Year,Source title,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Source,EID
"Koedinger K.R., Stamper J.C., McLaughlin E.A., Nixon T.","Using data-driven discovery of better student models to improve student learning",2013,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",13,10.1007/978-3-642-39112-5-43,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880011040&doi=10.1007%2f978-3-642-39112-5-43&partnerID=40&md5=1a5daed5d28b76a2331be582dde9085d","Deep analysis of domain content yields novel insights and can be used to produce better courses. Aspects of such analysis can be performed by applying AI and statistical algorithms to student data collected from educational technology and better cognitive models can be discovered and empirically validated in terms of more accurate predictions of student learning. However, can such improved models yield improved student learning? This paper reports positively on progress in closing this loop. We demonstrate that a tutor unit, redesigned based on data-driven cognitive model improvements, helped students reach mastery more efficiently. In particular, it produced better learning on the problem-decomposition planning skills that were the focus of the cognitive model improvements. © 2013 Springer-Verlag Berlin Heidelberg.","Cognitive modeling; Data mining; Machine learning","Accurate prediction; Cognitive model; Cognitive modeling; Statistical algorithm; Student learning; Student Models; Artificial intelligence; Cognitive systems; Curricula; Data mining; Learning systems; Teaching; Students",Conference Paper,Scopus,2-s2.0-84880011040
"Navoret N., Jacquir S., Laurent G., Binczak S.","Detection of complex fractionated atrial electrograms using recurrence quantification analysis",2013,"IEEE Transactions on Biomedical Engineering",13,10.1109/TBME.2013.2247402,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879967179&doi=10.1109%2fTBME.2013.2247402&partnerID=40&md5=e3527afce052676416d51f1c8c50a8ee","Atrial fibrillation (AF) is the most common cardiac arrhythmia but its proarrhythmic substrate remains unclear. Reentrant electrical activity in the atria may be responsible for AF maintenance. Over the last decade, different catheter ablation strategies targeting the electrical substrate of the left atrium have been developed in order to treat AF. Complex fractionated atrial electrograms (CFAEs) recorded in the atria may represent not only reentry mechanisms, but also a large variety of bystander electrical wave fronts. In order to identify CFAE involved in AF maintenance as a potential target for AF ablation, we have developed an algorithm based on nonlinear data analysis using recurrence quantification analysis (RQA). RQA features make it possible to quantify hidden structures in a signal and offer clear representations of different CFAE types. Five RQA features were used to qualify CFAE areas previously tagged by a trained electrophysiologist. Data from these analyzes were used by two classifiers to detect CFAE periods in a signal. While a single feature is not sufficient to properly detect CFAE periods, the set of five RQA features combined with a classifier were highly reliable for CFAE detection. © 1964-2012 IEEE.","Atrial fibrillation; CFAE detection algorithm; recurrence quantification analysis","Atrial electrograms; Atrial fibrillation; Cardiac arrhythmia; Detection algorithm; Electrical activities; Nonlinear data analysis; Potential targets; Recurrence quantification analysis; Ablation; Diseases; Maintenance; Signal detection; algorithm; article; catheter ablation; clinical article; complex fractionated atrial electrogram; data analysis; electrography; female; heart atrium fibrillation; heart catheter; heart electrophysiology; human; male; nonlinear system; quantitative analysis; recurrence quantification analysis; reliability; sensitivity and specificity; Algorithms; Artificial Intelligence; Atrial Fibrillation; Diagnosis, Computer-Assisted; Electrocardiography; Humans; Oscillometry; Pattern Recognition, Automated; Reproducibility of Results; Sensitivity and Specificity",Article,Scopus,2-s2.0-84879967179
"Woods G.J., Kang D., Quintanar D.R., Curley E.F., Davis S.E., Lansey K.E., Arnold R.G.","Centralized versus decentralized wastewater reclamation in the houghton area of Tucson, Arizona",2013,"Journal of Water Resources Planning and Management",13,10.1061/(ASCE)WR.1943-5452.0000249,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876212990&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000249&partnerID=40&md5=c98cceacd14acb883987c79adfa0b4ae","Reclaimed wastewater is increasingly important to satisfaction of water-sustainability objectives in water-short municipalities throughout the United States and particularly in the Southwest. Water reclamation and reuse present new challenges for urban planners, who now tend to consider renewable freshwater and reclaimed wastewater as unique parts of a single water resources portfolio. Efficiency objectives in geographically dispersed communities lead planners to explore the relative merits of centralized versus decentralized wastewater-treatment capacity when new construction is required. However, the complexity of the planning landscape-in which existing water distribution and sewerage capacities; geographic factors; and uncertainty in growth projections, energy cost, and even the sustainability of existing freshwater supplies contribute to plan selection-suggests that decision support methods can usefully supplement engineering judgment to find a near-optimal level of decentralization in facilities planning. In this study, an existing decision support system (DSS) was modified to include costs attributable to infrastructure construction, operation, and maintenance for wastewater collection and transmission of both potable and reclaimed water at the regional (city or city subsection) level to aid water supply planning. The modified DSS was then applied to a study area in southeast Tucson, Arizona. Several scenarios are developed and compared on the basis of cost and energy consumption. A sensitivity analysis is provided. In general, increased peripheral demand, limited existing capacity, greater elevation differences, and lower discount rates favor decentralized design and construction. © 2013 American Society of Civil Engineers.","Decentralized infrastructure; Integrated water management; Urban planning; Wastewater reclamation","Decentralized infrastructure; Decentralized wastewater; Decision support system (dss); Engineering judgments; Infrastructure construction; Integrated water management; Reclamation and reuse; Water supply planning; Artificial intelligence; Cost engineering; Costs; Decision support systems; Energy utilization; Potable water; Sustainable development; Urban planning; Wastewater treatment; Water resources; Water supply; Water supply systems; Wastewater reclamation; decision support system; energy use; integrated approach; sustainability; urban planning; wastewater; water management; water resource; water supply; water treatment; water use; Arizona; Tucson; United States",Article,Scopus,2-s2.0-84876212990
"Valizadeh N., El-Shafie A.","Forecasting the Level of Reservoirs Using Multiple Input Fuzzification in ANFIS",2013,"Water Resources Management",13,10.1007/s11269-013-0349-5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878770211&doi=10.1007%2fs11269-013-0349-5&partnerID=40&md5=741300bfedc279a29dd9deb798ac2c99","Estimation the Level of water is one of the crucial subjects in reservoir management influencing on reservoir operation and decision making. One of the most accurate artificial intelligence model used broadly in water resource aspects is adaptive neuro-fuzzy interface system (ANFIS) taking in to account the membership functions (MF) on the basis of the smoothness characteristics and mathematical components each for set of input data. All researches in hydrological estimation used ANFIS, merely a type of MF has been noticed for all sets of inputs without considering the response of each of them. This study is applying a specified certain MFs for each type of input to improve the accuracy of ANFIS model in forecasting the water level in Klang Gates Dam in Malaysia. On the basis of the previous studies, two most popular MFs, Generalized Bell Shape MF and, Gaussian MF, are employed for examine the new pattern in two inputs ANFIS architecture resulted less stress in error performance, and higher accuracy in estimation, compare to the traditional ANFIS model. The aim is achieved by evaluating the performance in and fitness of the model in daily reservoir estimation. © 2013 Springer Science+Business Media Dordrecht.","Klang Dam; Level estimation; MFs; Neuro-fuzzy","Adaptive neuro-fuzzy; ANFIS architecture; Error performance; Hydrological estimation; Interface system; MFs; Neuro-Fuzzy; Reservoir operation; Artificial intelligence; Reservoirs (water); Water levels; Water resources; Estimation; accuracy assessment; artificial intelligence; estimation method; forecasting method; fuzzy mathematics; reservoir; water level; Klang Basin; Malaysia; Selangor; West Malaysia",Article,Scopus,2-s2.0-84878770211
"Nejad A.B., Madsen K.H., Ebdrup B.H., Siebner H.R., Rasmussen H., Aggernæs B., Glenthoj B.Y., Baaré W.F.C.","Neural markers of negative symptom outcomes in distributed working memory brain activity of antipsychotic-naive schizophrenia patients",2013,"International Journal of Neuropsychopharmacology",13,10.1017/S1461145712001253,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878887293&doi=10.1017%2fS1461145712001253&partnerID=40&md5=6ef565ad51bca7bd37491dee8326c6b8","Since working memory deficits in schizophrenia have been linked to negative symptoms, we tested whether features of the one could predict the treatment outcome in the other. Specifically, we hypothesized that working memory-related functional connectivity at pre-treatment can predict improvement of negative symptoms in antipsychotic-treated patients. Fourteen antipsychotic-naive patients with first-episode schizophrenia were clinically assessed before and after 7 months of quetiapine monotherapy. At baseline, patients underwent functional magnetic resonance imaging while performing a verbal n-back task. Spatial independent component analysis identified task-modulated brain networks. A linear support vector machine was trained with these components to discriminate six patients who showed improvement in negative symptoms from eight non-improvers. Classification accuracy and significance was estimated by leave-one-out cross-validation and permutation tests, respectively. Two frontoparietal and one default mode network components predicted negative symptom improvement with a classification accuracy of 79% (pÂ =Â 0.003). Discriminating features were found in the frontoparietal networks but not the default mode network. These preliminary data suggest that functional patterns at baseline can predict negative symptom treatment-response in schizophrenia. This information may be used to stratify patients into subgroups thereby facilitating personalized treatment. © CINP 2012.","Antipsychotic drugs; functional connectivity; multivariate classification analysis; negative symptoms; schizophrenia","quetiapine; adult; article; behavior; clinical article; electroencephalogram; female; follow up; human; male; monotherapy; nuclear magnetic resonance imaging; pathophysiology; priority journal; schizophrenia; working memory; Adolescent; Adult; Antipsychotic Agents; Artificial Intelligence; Brain; Brain Mapping; Dibenzothiazepines; Female; Humans; Image Processing, Computer-Assisted; Male; Memory Disorders; Memory, Short-Term; Middle Aged; Nerve Net; Oxygen; Prospective Studies; Psychiatric Status Rating Scales; Schizophrenia; Young Adult",Article,Scopus,2-s2.0-84878887293
"Miwa M., Ohta T., Rak R., Rowley A., Kell D.B., Pyysalo S., Ananiadou S.","A method for integrating and ranking the evidence for biochemical pathways by mining reactions from text",2013,"Bioinformatics",13,10.1093/bioinformatics/btt227,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879895059&doi=10.1093%2fbioinformatics%2fbtt227&partnerID=40&md5=5168a8b28720656437306585a92819d3","Motivation: To create, verify and maintain pathway models, curators must discover and assess knowledge distributed over the vast body of biological literature. Methods supporting these tasks must understand both the pathway model representations and the natural language in the literature. These methods should identify and order documents by relevance to any given pathway reaction. No existing system has addressed all aspects of this challenge.Method: We present novel methods for associating pathway model reactions with relevant publications. Our approach extracts the reactions directly from the models and then turns them into queries for three text mining-based MEDLINE literature search systems. These queries are executed, and the resulting documents are combined and ranked according to their relevance to the reactions of interest. We manually annotate document-reaction pairs with the relevance of the document to the reaction and use this annotation to study several ranking methods, using various heuristic and machine-learning approaches.Results: Our evaluation shows that the annotated document-reaction pairs can be used to create a rule-based document ranking system, and that machine learning can be used to rank documents by their relevance to pathway reactions. We find that a Support Vector Machine-based system outperforms several baselines and matches the performance of the rule-based system. The success of the query extraction and ranking methods are used to update our existing pathway search system, PathText. © The Author 2013.",,"algorithm; artificial intelligence; biochemistry; data mining; Medline; procedures; support vector machine; article; data mining; methodology; Algorithms; Artificial Intelligence; Biochemical Processes; Data Mining; MEDLINE; Support Vector Machines; Algorithms; Artificial Intelligence; Biochemical Processes; Data Mining; MEDLINE; Support Vector Machines",Conference Paper,Scopus,2-s2.0-84879895059
"Bresso E., Grisoni R., Marchetti G., Karaboga A.S., Souchet M., Devignes M.-D., Smaïl-Tabbone M.","Integrative relational machine-learning for understanding drug side-effect profiles",2013,"BMC Bioinformatics",13,10.1186/1471-2105-14-207,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879426876&doi=10.1186%2f1471-2105-14-207&partnerID=40&md5=ad337205828c933377b5ab0d54db32bf","Background: Drug side effects represent a common reason for stopping drug development during clinical trials. Improving our ability to understand drug side effects is necessary to reduce attrition rates during drug development as well as the risk of discovering novel side effects in available drugs. Today, most investigations deal with isolated side effects and overlook possible redundancy and their frequent co-occurrence.Results: In this work, drug annotations are collected from SIDER and DrugBank databases. Terms describing individual side effects reported in SIDER are clustered with a semantic similarity measure into term clusters (TCs). Maximal frequent itemsets are extracted from the resulting drug x TC binary table, leading to the identification of what we call side-effect profiles (SEPs). A SEP is defined as the longest combination of TCs which are shared by a significant number of drugs. Frequent SEPs are explored on the basis of integrated drug and target descriptors using two machine learning methods: decision-trees and inductive-logic programming. Although both methods yield explicit models, inductive-logic programming method performs relational learning and is able to exploit not only drug properties but also background knowledge. Learning efficiency is evaluated by cross-validation and direct testing with new molecules. Comparison of the two machine-learning methods shows that the inductive-logic-programming method displays a greater sensitivity than decision trees and successfully exploit background knowledge such as functional annotations and pathways of drug targets, thereby producing rich and expressive rules. All models and theories are available on a dedicated web site.Conclusions: Side effect profiles covering significant number of drugs have been extracted from a drug ×side-effect association table. Integration of background knowledge concerning both chemical and biological spaces has been combined with a relational learning method for discovering rules which explicitly characterize drug-SEP associations. These rules are successfully used for predicting SEPs associated with new drugs. © 2013 Bresso et al.; licensee BioMed Central Ltd.","Data integration; Data mining; Drug discovery; Drug side-effects; Relational machine learning","Back-ground knowledge; Chemical and biologicals; Drug discovery; Drug side-effects; Functional annotation; Learning efficiency; Maximal frequent itemsets; Semantic similarity measures; Data integration; Data mining; Decision trees; Drug products; Forestry; Learning systems; Logic programming; Drug interactions; Data; Decision Making; Forestry; Integration; Trees; adverse drug reaction; article; artificial intelligence; biology; decision tree; drug database; methodology; reproducibility; Artificial Intelligence; Computational Biology; Databases, Pharmaceutical; Decision Trees; Drug-Related Side Effects and Adverse Reactions; Reproducibility of Results",Article,Scopus,2-s2.0-84879426876
"Xiong H., Chen Y., Guan Z., Chen Z.","Finding and fixing vulnerabilities in several three-party password authenticated key exchange protocols without server public keys",2013,"Information Sciences",13,10.1016/j.ins.2013.02.004,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875929826&doi=10.1016%2fj.ins.2013.02.004&partnerID=40&md5=fdcd8d206543a13b0ca01a1f10f1f560","Three-party password-based authenticated key exchange (3PAKE) protocols allow two users (clients) to establish a session key with the support from an authenticated server over an insecure channel. Several 3PAKE protocols, which do not require server public keys, have been proposed recently. In this paper, we use Chang, et al.'s protocol as a case study and demonstrate that all of the 3PAKE protocols without server public keys are not secure against Key Compromise Impersonation (KCI) attack. A detailed analysis of flaw in these protocols has been conducted and we hope that by identifying this design flaw, similar structural mistakes can be avoided in future designs. Furthermore, we propose an improved protocol that remedies the weakness of these protocols and prove its security in a widely accepted model. © 2012 Elsevier Inc. All rights reserved.","Authentication; Key Compromise Impersonation (KCI) attack; Password-based; Three-party key exchange","Authenticated key exchange; Future designs; Key exchange; Key-compromise impersonation; Password authenticated key exchange protocols; Password-based; Session key; Three-party; Artificial intelligence; Software engineering; Authentication",Article,Scopus,2-s2.0-84875929826
"Yang S.-T., Lee J.-D., Chang T.-C., Huang C.-H., Wang J.-J., Hsu W.-C., Chan H.-L., Wai Y.-Y., Li K.-Y.","Discrimination between Alzheimer's disease and mild cognitive impairment using SOM and PSO-SVM",2013,"Computational and Mathematical Methods in Medicine",13,10.1155/2013/253670,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878631954&doi=10.1155%2f2013%2f253670&partnerID=40&md5=37959b38959758936abeb98f1795bbe1","In this study, an MRI-based classification framework was proposed to distinguish the patients with AD and MCI from normal participants by using multiple features and different classifiers. First, we extracted features (volume and shape) from MRI data by using a series of image processing steps. Subsequently, we applied principal component analysis (PCA) to convert a set of features of possibly correlated variables into a smaller set of values of linearly uncorrelated variables, decreasing the dimensions of feature space. Finally, we developed a novel data mining framework in combination with support vector machine (SVM) and particle swarm optimization (PSO) for the AD/MCI classification. In order to compare the hybrid method with traditional classifier, two kinds of classifiers, that is, SVM and a self-organizing map (SOM), were trained for patient classification. With the proposed framework, the classification accuracy is improved up to 82.35% and 77.78% in patients with AD and MCI. The result achieved up to 94.12% and 88.89% in AD and MCI by combining the volumetric features and shape features and using PCA. The present results suggest that novel multivariate methods of pattern matching reach a clinically relevant accuracy for the a priori prediction of the progression from MCI to AD. © 2013 Shih-Ting Yang et al.",,"aged; Alzheimer disease; article; clinical article; disease classification; disease course; female; human; male; mild cognitive impairment; nuclear magnetic resonance imaging; principal component analysis; support vector machine; volumetry; algorithm; Alzheimer disease; artificial intelligence; biology; brain; case control study; classification; comparative study; computer assisted diagnosis; data mining; differential diagnosis; mild cognitive impairment; pathology; procedures; statistics and numerical data; classification; computer assisted diagnosis; methodology; nuclear magnetic resonance imaging; statistics; Aged; Algorithms; Alzheimer Disease; Artificial Intelligence; Brain; Case-Control Studies; Computational Biology; Data Mining; Diagnosis, Differential; Disease Progression; Female; Humans; Image Interpretation, Computer-Assisted; Magnetic Resonance Imaging; Male; Mild Cognitive Impairment; Principal Component Analysis; Support Vector Machines; Aged; Algorithms; Alzheimer Disease; Artificial Intelligence; Brain; Case-Control Studies; Computational Biology; Data Mining; Diagnosis, Differential; Disease Progression; Female; Humans; Image Interpretation, Computer-Assisted; Magnetic Resonance Imaging; Male; Mild Cognitive Impairment; Principal Component Analysis; Support Vector Machines",Article,Scopus,2-s2.0-84878631954
"Zhang S., Xia Z., Wang T.","A real-time interactive simulation framework for watershed decision making using numerical models and virtual environment",2013,"Journal of Hydrology",13,10.1016/j.jhydrol.2013.04.030,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877916278&doi=10.1016%2fj.jhydrol.2013.04.030&partnerID=40&md5=827166a66d8552f098b464b6196082df","Decision support systems based on a virtual environment (VE) are becoming a popular platform in watershed simulation and management. Simulation speed and data visualization is of great significance to decision making, especially in urgent events. Real-time interaction during the simulation process is also very important for dealing with different conditions and for making timely decisions. In this study, a VE-based real-time interactive simulation framework (VERTISF) is developed and applied to simulation and management of the Dujiangyan Project in China. In VERTISF development, a virtual reality platform and numerical models were hosted on different computers and connected by a network to improve simulation speed. Different types of numerical models were generalized in a unified architecture based on time step, and interactive control was realized by modifying model boundary conditions at each time step. The ""instruction-response"" method and data interpolation were used to synchronize virtual environment visualization and numerical model calculation. Implementation of the framework was based on modular software design; various computer languages can be used to develop the appropriate module. Since only slight modification was needed for current numerical model integration in the framework, VERTISF was easy to extend. Results showed that VERTISF could take full advantage of hardware development, and it was a simple and effective solution for complex watershed simulation. © 2013 Elsevier B.V.","Decision support system; Interactive simulation; Numerical model; Real time; Virtual environment","Hardware development; Interactive simulations; Modular software designs; Real time; Real time interactions; Real time interactive simulations; Unified architecture; Watershed simulation; Artificial intelligence; Complex networks; Data visualization; Decision making; Decision support systems; Landforms; Virtual reality; Watersheds; Numerical models; data interpretation; decision support system; hydrological modeling; numerical model; real time; visualization; watershed; China; Dujiangyan; Sichuan",Article,Scopus,2-s2.0-84877916278
"Montiel-Ross O., Sepúlveda R., Castillo O., Melin P.","Ant colony test center for planning autonomous mobile robot navigation",2013,"Computer Applications in Engineering Education",13,10.1002/cae.20463,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876138034&doi=10.1002%2fcae.20463&partnerID=40&md5=e92297d21c9adce9b697e58abd1677ad","This paper presents the navigation software called Ant Colony Test Center designed to teach the different stages involved in mobile robotics. The navigation problem consists of the four subproblems: world perception, path planning, path generation, and path tracking. This software based on ant colonies has two operational modes: virtual and on-line. In virtual mode, is able to achieve path generation, path planning and virtual path tracking at once, since the virtual mobile robots ""ants"" searches for the objective point generating feasible paths, then generate a set of subgoals to obtain the optimal path, since the optimal path was obtained using a cost function that considers the robot architecture, the optimal trajectory for the robot also is obtained. In on-line mode, the robot is able to sense the world using stereoscopic vision, the map is updated using epipolar geometry, and the on-line navigation problem is handled similar to the virtual mode. The software has many educational skills, since students can learn about path generation, optimal planning and path tracking using the heuristic methodology known as Ant Colony Optimization that recently has had good acceptance for solving discrete optimization planning problems. The platform is also a good tool to learn about stereoscopic vision and epipolar geometry that is one of the best sensing methods in mobile robotics. © 2010 Wiley Periodicals, Inc.","Ant Colony Optimization; autonomous mobile robot navigation; Fuzzy Logic; path planning; Simple Tuning Algorithm","Autonomous Mobile Robot; Discrete optimization; Navigation problem; Navigation software; Optimal trajectories; Robot architecture; Stereoscopic vision; Tuning algorithm; Algorithms; Ant colony optimization; Artificial intelligence; Fuzzy logic; Mobile robots; Motion planning; Robotics; Students; Navigation",Article,Scopus,2-s2.0-84876138034
"Yazidi A., Granmo O.-C., Oommen B.J.","Learning-automaton-based online discovery and tracking of spatiotemporal event patterns",2013,"IEEE Transactions on Cybernetics",13,10.1109/TSMCB.2012.2224339,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890377077&doi=10.1109%2fTSMCB.2012.2224339&partnerID=40&md5=5a4018dce4cb9c7c9694332edaa98f5b","Discovering and tracking of spatiotemporal patterns in noisy sequences of events are difficult tasks that have become increasingly pertinent due to recent advances in ubiquitous computing, such as community-based social networking applications. The core activities for applications of this class include the sharing and notification of events, and the importance and usefulness of these functionalities increase as event sharing expands into larger areas of one's life. Ironically, instead of being helpful, an excessive number of event notifications can quickly render the functionality of event sharing to be obtrusive. Indeed, any notification of events that provides redundant information to the application/user can be seen to be an unnecessary distraction. In this paper, we introduce a new scheme for discovering and tracking noisy spatiotemporal event patterns, with the purpose of suppressing reoccurring patterns, while discerning novel events. Our scheme is based on maintaining a collection of hypotheses, each one conjecturing a specific spatiotemporal event pattern. A dedicated learning automaton (LA) - the spatiotemporal pattern LA (STPLA) - is associated with each hypothesis. By processing events as they unfold, we attempt to infer the correctness of each hypothesis through a real-time guided random walk. Consequently, the scheme that we present is computationally efficient, with a minimal memory footprint. Furthermore, it is ergodic, allowing adaptation. Empirical results involving extensive simulations demonstrate the superior convergence and adaptation speed of STPLA, as well as an ability to operate successfully with noise, including both the erroneous inclusion and omission of events. An empirical comparison study was performed and confirms the superiority of our scheme compared to a similar state-of-the-art approach. In particular, the robustness of the STPLA to inclusion as well as to omission noise constitutes a unique property compared to other related approaches. In addition, the results included, which involve the so-called ""presence sharing"" application, are both promising and, in our opinion, impressive. It is thus our opinion that the proposed STPLA scheme is, in general, ideal for improving the usefulness of event notification and sharing systems, since it is capable of significantly, robustly, and adaptively suppressing redundant information. © 2012 IEEE.","Learning automata (LAs); Spatiotemporal pattern recognition","Computationally efficient; Empirical - comparisons; Learning Automata; Social networking applications; Spatio-temporal events; Spatiotemporal pattern recognition; Spatiotemporal patterns; State-of-the-art approach; Particulate emissions; Ubiquitous computing; Automata theory; algorithm; article; artificial intelligence; automated pattern recognition; computer system; human; methodology; online system; social support; spatiotemporal analysis; automated pattern recognition; procedures; Algorithms; Artificial Intelligence; Computer Systems; Humans; Online Systems; Pattern Recognition, Automated; Social Support; Spatio-Temporal Analysis; Algorithms; Artificial Intelligence; Computer Systems; Humans; Online Systems; Pattern Recognition, Automated; Social Support; Spatio-Temporal Analysis",Article,Scopus,2-s2.0-84890377077
"Qu H., Yi Z., Yang S.X.","Efficient shortest-path-tree computation in network routing based on pulse-coupled neural networks",2013,"IEEE Transactions on Cybernetics",13,10.1109/TSMCB.2012.2221695,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890442792&doi=10.1109%2fTSMCB.2012.2221695&partnerID=40&md5=dc459823a42a24650eabdf00a0b16a96","Shortest path tree (SPT) computation is a critical issue for routers using link-state routing protocols, such as the most commonly used open shortest path first and intermediate system to intermediate system. Each router needs to recompute a new SPT rooted from itself whenever a change happens in the link state. Most commercial routers do this computation by deleting the current SPT and building a new one using static algorithms such as the Dijkstra algorithm at the beginning. Such recomputation of an entire SPT is inefficient, which may consume a considerable amount of CPU time and result in a time delay in the network. Some dynamic updating methods using the information in the updated SPT have been proposed in recent years. However, there are still many limitations in those dynamic algorithms. In this paper, a newmodified model of pulse-coupled neural networks (M-PCNNs) is proposed for the SPT computation. It is rigorously proved that the proposed model is capable of solving some optimization problems, such as the SPT. A static algorithm is proposed based on the M-PCNNs to compute the SPT efficiently for large-scale problems. In addition, a dynamic algorithm that makes use of the structure of the previously computed SPT is proposed, which significantly improves the efficiency of the algorithm. Simulation results demonstrate the effective and efficient performance of the proposed approach. © 2012 IEEE.","Autowave; Open shortest path first (OSPF); Pulse-coupled neural networks (PCNNs); Routing; Shortest path tree (SPT)","Autowave; Open shortest path first; Pulse coupled neural network; Routing; Shortest path tree; Forestry; Graph theory; Neural networks; Routers; Algorithms; Algorithms; Forestry; Neural Networks; algorithm; artificial intelligence; artificial neural network; automated pattern recognition; computer assisted diagnosis; computer network; information retrieval; procedures; signal processing; article; automated pattern recognition; computer assisted diagnosis; information retrieval; methodology; Algorithms; Artificial Intelligence; Computer Communication Networks; Image Interpretation, Computer-Assisted; Information Storage and Retrieval; Neural Networks (Computer); Pattern Recognition, Automated; Signal Processing, Computer-Assisted; Algorithms; Artificial Intelligence; Computer Communication Networks; Image Interpretation, Computer-Assisted; Information Storage and Retrieval; Neural Networks (Computer); Pattern Recognition, Automated; Signal Processing, Computer-Assisted",Article,Scopus,2-s2.0-84890442792
"Bhardwaj S., Srivastava S., Hanmandlu M., Gupta J.R.P.","GFM-based methods for speaker identification",2013,"IEEE Transactions on Cybernetics",13,10.1109/TSMCB.2012.2223461,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890439886&doi=10.1109%2fTSMCB.2012.2223461&partnerID=40&md5=fd6fc04052d0e46af67e44d6a59f449b","This paper presents three novel methods for speaker identification of which two methods utilize both the continuous density hidden Markov model (HMM) and the generalized fuzzy model (GFM), which has the advantages of both Mamdani and Takagi-Sugeno models. In the first method, the HMM is utilized for the extraction of shape-based batch feature vector that is fitted with the GFM to identify the speaker. On the other hand, the second method makes use of the Gaussian mixture model (GMM) and the GFM for the identification of speakers. Finally, the third method has been inspired by the way humans cash in on the mutual acquaintances while identifying a speaker. To see the validity of the proposed models [HMM-GFM, GMM-GFM, and HMM-GFM (fusion)] in a real-life scenario, they are tested on VoxForge speech corpus and on the subset of the 2003 National Institute of Standards and Technology evaluation data set. These models are also evaluated on the corrupted VoxForge speech corpus by mixing with different types of noisy signals at different values of signal-to-noise ratios, and their performance is found superior to that of the well-known models. © 2012 IEEE.","Gaussian mixture model (GMM); Generalized fuzzy model (GFM); Hidden Markov model (HMM); Shape-based batching (SBB)","Continuous density hidden Markov models; Feature vectors; Gaussian Mixture Model; Generalized fuzzy models; National Institute of Standards and Technology; Shape based; Speaker identification; Takagi-Sugeno models; Hidden Markov models; Loudspeakers; Modal analysis; Speech recognition; algorithm; artificial intelligence; automated pattern recognition; biometry; fuzzy logic; human; information retrieval; normal distribution; probability; procedures; speech analysis; statistical analysis; article; automated pattern recognition; biometry; methodology; speech analysis; Algorithms; Artificial Intelligence; Biometry; Data Interpretation, Statistical; Fuzzy Logic; Humans; Information Storage and Retrieval; Markov Chains; Normal Distribution; Pattern Recognition, Automated; Speech Production Measurement; Algorithms; Artificial Intelligence; Biometry; Data Interpretation, Statistical; Fuzzy Logic; Humans; Information Storage and Retrieval; Markov Chains; Normal Distribution; Pattern Recognition, Automated; Speech Production Measurement",Article,Scopus,2-s2.0-84890439886
"Chen H., Tang Y., Li L., Yuan Y., Li X., Tang Y.","Error analysis of stochastic gradient descent ranking",2013,"IEEE Transactions on Cybernetics",13,10.1109/TSMCB.2012.2217957,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890428197&doi=10.1109%2fTSMCB.2012.2217957&partnerID=40&md5=947cda2391363dbd085277f2bc1266c6","Ranking is always an important task in machine learning and information retrieval, e.g., collaborative filtering, recommender systems, drug discovery, etc. A kernel-based stochastic gradient descent algorithm with the least squares loss is proposed for ranking in this paper. The implementation of this algorithm is simple, and an expression of the solution is derived via a sampling operator and an integral operator. An explicit convergence rate for leaning a ranking function is given in terms of the suitable choices of the step size and the regularization parameter. The analysis technique used here is capacity independent and is novel in error analysis of ranking learning. Experimental results on real-world data have shown the effectiveness of the proposed algorithm in ranking tasks, which verifies the theoretical analysis in ranking error. © 2013 IEEE.","Error analysis; Integral operator; Ranking; Reproducing kernel Hilbert space; Sampling operator; Stochastic gradient descent","Analysis techniques; Integral operators; Ranking; Ranking functions; Regularization parameters; Reproducing Kernel Hilbert spaces; Stochastic gradient descent; Stochastic gradient descent algorithm; Learning algorithms; Mathematical operators; Time varying networks; Error analysis; algorithm; article; artificial intelligence; automated pattern recognition; computer simulation; information retrieval; methodology; statistical model; statistics; automated pattern recognition; information retrieval; Markov chain; procedures; Algorithms; Artificial Intelligence; Computer Simulation; Information Storage and Retrieval; Models, Statistical; Pattern Recognition, Automated; Stochastic Processes; Algorithms; Artificial Intelligence; Computer Simulation; Information Storage and Retrieval; Models, Statistical; Pattern Recognition, Automated; Stochastic Processes",Article,Scopus,2-s2.0-84890428197
